商品ID,类别ID,门店编号,单价,销量,成交时间,订单ID
30059981,911000100,CDLG,10.62,1,2017/1/3 18:25,20170103CDLG000310077305
30046796,913020003,CDLG,29.72,1,2017/1/3 18:25,20170103CDLG000310077305
30022233,960000000,CDLG,0.2,1,2017/1/3 18:27,20170103CDLG000310077306
30023041,923000006,CDLG,3.2,1.201,2017/1/3 18:27,20170103CDLG000310077306
30017275,911000100,CDLG,13.42,1,2017/1/3 18:27,20170103CDLG000310077306
30027007,923000006,CDLG,5.6,1.656,2017/1/3 18:27,20170103CDLG000310077307
29989141,923000002,CDLG,4.8,2.587,2017/1/3 18:28,20170103CDLG000310077308
30001586,910020302,CDLG,5.52,1,2017/1/3 18:29,20170103CDLG000310077309
29989157,923000000,CDLG,5.6,1.973,2017/1/3 18:30,20170103CDLG000310077310
30090886,914090006,CDLG,90.52,1,2017/1/3 18:30,20170103CDLG000310077311
30008988,911000100,CDLG,12.42,1,2017/1/3 18:31,20170103CDLG000310077312
30008948,911000100,CDLG,10.42,1,2017/1/3 18:31,20170103CDLG000310077312
30022233,960000000,CDLG,0.2,1,2017/1/3 18:31,20170103CDLG000310077313
30006313,915000103,CDLG,13.42,0.877,2017/1/3 18:34,20170103CDLG000310077314
30004108,914000000,CDLG,7.42,1,2017/1/3 18:35,20170103CDLG000310077315
30073356,910010000,CDLG,4.53,2,2017/1/3 18:37,20170103CDLG000310077316
30008544,912010002,CDLG,1,1,2017/1/3 18:38,20170103CDLG000310077317
30008544,912010002,CDLG,1,1,2017/1/3 18:38,20170103CDLG000310077317
30010242,912010004,CDLG,2.52,1,2017/1/3 18:38,20170103CDLG000310077317
30010242,912010004,CDLG,2.52,1,2017/1/3 18:38,20170103CDLG000310077317
30091735,912060008,CDLG,39.22,0.303,2017/1/3 18:38,20170103CDLG000310077317
30008276,911010501,CDLG,15.42,0.5,2017/1/3 18:38,20170103CDLG000310077317
30117849,910020104,CDLG,1.43,13,2017/1/3 18:38,20170103CDLG000310077317
30198914,916010102,CDLG,18.42,1,2017/1/3 18:38,20170103CDLG000310077317
30008623,912030500,CDLG,1,1,2017/1/3 18:38,20170103CDLG000310077318
30118484,912020101,CDLG,2.2,1,2017/1/3 18:38,20170103CDLG000310077318
30022233,960000000,CDLG,0.2,1,2017/1/3 18:39,20170103CDLG000310077319
30071904,930010000,CDLG,26.52,1,2017/1/3 18:39,20170103CDLG000310077320
30090265,912040107,CDLG,23.12,1,2017/1/3 18:41,20170103CDLG000310077321
29989105,922000000,CDLG,2.8,0.692,2017/1/3 18:41,20170103CDLG000310077321
30072117,922000001,CDLG,4,0.425,2017/1/3 18:42,20170103CDLG000310077322
30006040,915010000,CDLG,9.58,0.924,2017/1/3 18:42,20170103CDLG000310077322
30118462,912500204,CDLG,6.02,1,2017/1/3 18:45,20170103CDLG000310077323
30104591,912060200,CDLG,68.34,0.179,2017/1/3 18:45,20170103CDLG000310077323
30069736,931010400,CDLG,15.32,1,2017/1/3 18:46,20170103CDLG000310077324
30008219,911010300,CDLG,6.52,1,2017/1/3 18:47,20170103CDLG000310077325
30155700,911010300,CDLG,8.12,1,2017/1/3 18:47,20170103CDLG000310077325
30008276,911010501,CDLG,15.42,0.905,2017/1/3 18:47,20170103CDLG000310077325
30022232,960000000,CDLG,0.3,1,2017/1/3 18:47,20170103CDLG000310077326
29989049,922000001,CDLG,1.98,0.606,2017/1/3 18:48,20170103CDLG000310077327
30006332,915030305,CDLG,9.77,0.197,2017/1/3 18:48,20170103CDLG000310077327
30019196,930010000,CDLG,5.12,1,2017/1/3 18:48,20170103CDLG000310077327
30022232,960000000,CDLG,0.3,1,2017/1/3 18:48,20170103CDLG000310077327
30179520,915000100,CDLG,76.72,0.083,2017/1/3 18:48,20170103CDLG000310077327
30203637,923000006,CDLG,3.2,1.034,2017/1/3 18:48,20170103CDLG000310077327
30214313,930020502,CDLG,8.52,1,2017/1/3 18:48,20170103CDLG000310077327
29989085,922000002,CDLG,1.18,0.848,2017/1/3 18:48,20170103CDLG000310077327
30006331,915030304,CDLG,12.8,0.296,2017/1/3 18:48,20170103CDLG000310077327
30023192,922000000,CDLG,9.63,0.08,2017/1/3 18:48,20170103CDLG000310077327
30179532,915000106,CDLG,13.57,0.215,2017/1/3 18:48,20170103CDLG000310077327
29989077,922000008,CDLG,11.61,0.442,2017/1/3 18:48,20170103CDLG000310077327
29989060,922000000,CDLG,9.62,0.16,2017/1/3 18:48,20170103CDLG000310077327
29989172,923000002,CDLG,9.6,0.842,2017/1/3 18:48,20170103CDLG000310077327
30072111,923000006,CDLG,2,0.45,2017/1/3 18:48,20170103CDLG000310077327
29989098,922000001,CDLG,2.8,1.679,2017/1/3 18:49,20170103CDLG000310077328
29989059,922000003,CDLG,3.98,1.382,2017/1/3 18:49,20170103CDLG000310077328
29989059,922000003,CDLG,3.98,1.884,2017/1/3 18:49,20170103CDLG000310077328
30006039,915010001,CDLG,11.57,0.753,2017/1/3 18:50,20170103CDLG000310077329
29989089,922000000,CDLG,11.62,0.25,2017/1/3 18:52,20170103CDLG000310077330
30123505,922000005,CDLG,10.8,0.456,2017/1/3 18:52,20170103CDLG000310077330
30013189,931050203,CDLG,3.12,1,2017/1/3 18:53,20170103CDLG000310077331
30006313,915000103,CDLG,13.41,0.812,2017/1/3 18:53,20170103CDLG000310077331
30143702,931060000,CDLG,9.52,1,2017/1/3 18:53,20170103CDLG000310077331
30001316,931050203,CDLG,4.62,1,2017/1/3 18:53,20170103CDLG000310077331
30027163,915020000,CDLG,7.42,0.628,2017/1/3 18:53,20170103CDLG000310077331
29989172,923000002,CDLG,9.59,0.762,2017/1/3 18:56,20170103CDLG000310077332
30113909,930020001,CDLG,9.52,1,2017/1/3 18:56,20170103CDLG000310077332
30001277,910020207,CDLG,7.15,4,2017/1/3 18:57,20170103CDLG000310077333
30008628,912040202,CDLG,14.52,1,2017/1/3 18:57,20170103CDLG000310077333
30001919,912030006,CDLG,6.02,1,2017/1/3 18:57,20170103CDLG000310077333
30044607,912040001,CDLG,9.52,1,2017/1/3 18:57,20170103CDLG000310077333
30001968,912030004,CDLG,6.02,1,2017/1/3 18:57,20170103CDLG000310077333
30001910,912030000,CDLG,6.02,1,2017/1/3 18:57,20170103CDLG000310077333
30156417,912020104,CDLG,8.32,1,2017/1/3 18:57,20170103CDLG000310077333
30005764,914040300,CDLG,6.52,1,2017/1/3 18:59,20170103CDLG000310077334
30003978,914000002,CDLG,7.62,1,2017/1/3 18:59,20170103CDLG000310077334
30006364,914100000,CDLG,11.22,1,2017/1/3 18:59,20170103CDLG000310077334
30050565,911000000,CDLG,6.52,1,2017/1/3 18:59,20170103CDLG000310077334
30008627,912030006,CDLG,14.52,1,2017/1/3 18:59,20170103CDLG000310077334
29989087,922000002,CDLG,7.6,0.326,2017/1/3 19:00,20170103CDLG000310077335
29989157,923000000,CDLG,5.6,1.639,2017/1/3 19:00,20170103CDLG000310077335
30090470,930000201,CDLG,9.52,1,2017/1/3 19:01,20170103CDLG000310077336
30023194,922000008,CDLG,13.6,1.03,2017/1/3 19:01,20170103CDLG000310077337
29989076,922000006,CDLG,3.58,2.458,2017/1/3 19:01,20170103CDLG000310077337
29989172,923000002,CDLG,9.59,0.772,2017/1/3 19:01,20170103CDLG000310077337
30024905,914100003,CDLG,3.42,1,2017/1/3 19:02,20170103CDLG000310077338
30202429,930010000,CDLG,9.62,1,2017/1/3 19:02,20170103CDLG000310077338
30096418,912060403,CDLG,19.42,0.879,2017/1/3 19:02,20170103CDLG000310077338
29989172,923000002,CDLG,9.61,0.671,2017/1/3 19:02,20170103CDLG000310077338
30007679,913050103,CDLG,3.02,1,2017/1/3 19:02,20170103CDLG000310077338
30007679,913050103,CDLG,3.02,1,2017/1/3 19:02,20170103CDLG000310077338
30129933,912060403,CDLG,27.19,0.457,2017/1/3 19:02,20170103CDLG000310077338
29999786,930010005,CDLG,3.52,1,2017/1/3 19:03,20170103CDLG000310077339
29999786,930010005,CDLG,3.52,1,2017/1/3 19:03,20170103CDLG000310077339
29999786,930010005,CDLG,3.52,1,2017/1/3 19:03,20170103CDLG000310077339
30004152,914030000,CDLG,4.32,1,2017/1/3 19:03,20170103CDLG000310077339
30005991,914030100,CDLG,2.5,2,2017/1/3 19:03,20170103CDLG000310077339
30008229,911010400,CDLG,6.52,1,2017/1/3 19:03,20170103CDLG000310077339
30008229,911010400,CDLG,6.52,1,2017/1/3 19:03,20170103CDLG000310077339
30005764,914040300,CDLG,6.52,1,2017/1/3 19:03,20170103CDLG000310077339
30125602,911010500,CDLG,17.72,1,2017/1/3 19:03,20170103CDLG000310077339
30163281,914010000,CDLG,2,1,2017/1/3 19:03,20170103CDLG000310077339
30010299,911010500,CDLG,16.52,2,2017/1/3 19:03,20170103CDLG000310077339
30064180,911010500,CDLG,13.42,2,2017/1/3 19:03,20170103CDLG000310077339
30110331,930010000,CDLG,26.52,1,2017/1/3 19:03,20170103CDLG000310077339
30155700,911010300,CDLG,8.12,1,2017/1/3 19:03,20170103CDLG000310077339
30008623,912030500,CDLG,1,1,2017/1/3 19:03,20170103CDLG000310077339
30008899,914020000,CDLG,7.32,1,2017/1/3 19:03,20170103CDLG000310077339
30022399,931060301,CDLG,2.5,1,2017/1/3 19:03,20170103CDLG000310077339
30104134,931080205,CDLG,4.82,1,2017/1/3 19:03,20170103CDLG000310077339
29999781,930010002,CDLG,39.52,1,2017/1/3 19:03,20170103CDLG000310077339
30004134,914010001,CDLG,24.52,1,2017/1/3 19:03,20170103CDLG000310077339
30008631,912030500,CDLG,1,2,2017/1/3 19:03,20170103CDLG000310077339
29991834,930000202,CDLG,16.52,1,2017/1/3 19:03,20170103CDLG000310077339
30001342,931060402,CDLG,7.12,1,2017/1/3 19:03,20170103CDLG000310077339
30001342,931060402,CDLG,7.12,1,2017/1/3 19:03,20170103CDLG000310077339
30001345,931060402,CDLG,8.82,1,2017/1/3 19:03,20170103CDLG000310077339
30003833,914000300,CDLG,15.62,1,2017/1/3 19:03,20170103CDLG000310077339
30003976,914000201,CDLG,8.82,1,2017/1/3 19:03,20170103CDLG000310077339
30092224,912060303,CDLG,31.22,0.883,2017/1/3 19:03,20170103CDLG000310077339
30010021,912080000,CDLG,2.5,2,2017/1/3 19:07,20170103CDLG000310077340
30022232,960000000,CDLG,0.3,1,2017/1/3 19:07,20170103CDLG000310077340
30022232,960000000,CDLG,0.3,1,2017/1/3 19:07,20170103CDLG000310077340
30080844,930010002,CDLG,36.52,1,2017/1/3 19:07,20170103CDLG000310077340
30205062,931000200,CDLG,4.52,1,2017/1/3 19:07,20170103CDLG000310077340
30006236,914100000,CDLG,2.62,1,2017/1/3 19:07,20170103CDLG000310077340
30085833,931050202,CDLG,5.22,1,2017/1/3 19:07,20170103CDLG000310077340
30208136,931000200,CDLG,4.52,1,2017/1/3 19:07,20170103CDLG000310077340
30006289,914100002,CDLG,2.62,1,2017/1/3 19:07,20170103CDLG000310077340
30017132,914100004,CDLG,12.32,1,2017/1/3 19:07,20170103CDLG000310077340
30006208,915000101,CDLG,47.31,0.195,2017/1/3 19:07,20170103CDLG000310077340
30010045,911000000,CDLG,5.52,1,2017/1/3 19:07,20170103CDLG000310077340
30037269,914100000,CDLG,2.62,1,2017/1/3 19:07,20170103CDLG000310077340
30090475,910020207,CDLG,11.62,1,2017/1/3 19:07,20170103CDLG000310077340
30005321,914050000,CDLG,1.5,1,2017/1/3 19:07,20170103CDLG000310077340
30005321,914050000,CDLG,1.5,1,2017/1/3 19:07,20170103CDLG000310077340
30006205,915000003,CDLG,59.49,0.162,2017/1/3 19:07,20170103CDLG000310077340
30046817,914100000,CDLG,3.72,1,2017/1/3 19:07,20170103CDLG000310077340
30096418,912060403,CDLG,19.42,0.404,2017/1/3 19:07,20170103CDLG000310077340
30096418,912060403,CDLG,19.42,0.793,2017/1/3 19:07,20170103CDLG000310077340
30097114,935011001,CDLG,22.52,1,2017/1/3 19:07,20170103CDLG000310077340
30085827,931060403,CDLG,4.12,1,2017/1/3 19:07,20170103CDLG000310077340
30092224,912060303,CDLG,31.2,0.418,2017/1/3 19:07,20170103CDLG000310077340
30138079,931020102,CDLG,13.52,1,2017/1/3 19:07,20170103CDLG000310077340
30027007,923000006,CDLG,5.6,0.819,2017/1/3 19:11,20170103CDLG000310077341
30020094,923000006,CDLG,9.62,0.14,2017/1/3 19:11,20170103CDLG000310077341
29989157,923000000,CDLG,5.6,1.304,2017/1/3 19:11,20170103CDLG000310077341
30119171,915030306,CDLG,10.61,0.555,2017/1/3 19:11,20170103CDLG000310077341
30091132,913020003,CDLG,14.62,1,2017/1/3 19:12,20170103CDLG000310077342
29989076,922000006,CDLG,3.58,0.866,2017/1/3 19:13,20170103CDLG000310077343
29989081,922000000,CDLG,8.19,0.28,2017/1/3 19:13,20170103CDLG000310077343
29989089,922000000,CDLG,11.73,0.033,2017/1/3 19:13,20170103CDLG000310077343
30050933,911010300,CDLG,24.82,1,2017/1/3 19:13,20170103CDLG000310077343
29989071,922000002,CDLG,3.4,0.714,2017/1/3 19:13,20170103CDLG000310077343
30022232,960000000,CDLG,0.3,1,2017/1/3 19:17,20170103CDLG000310077344
30197932,914120302,CDLG,5.82,1,2017/1/3 19:17,20170103CDLG000310077344
29989156,923000000,CDLG,10.8,1.735,2017/1/3 19:17,20170103CDLG000310077344
30026065,912060303,CDLG,51.16,0.293,2017/1/3 19:17,20170103CDLG000310077344
30023041,923000006,CDLG,3.2,0.978,2017/1/3 19:17,20170103CDLG000310077344
30020263,923000006,CDLG,7.6,0.451,2017/1/3 19:17,20170103CDLG000310077344
30147819,912060503,CDLG,99.25,0.27,2017/1/3 19:17,20170103CDLG000310077344
30197929,914120302,CDLG,5.82,1,2017/1/3 19:17,20170103CDLG000310077344
30092224,912060303,CDLG,31.2,0.209,2017/1/3 19:17,20170103CDLG000310077344
30139342,910030000,CDLG,2,19,2017/1/3 19:17,20170103CDLG000310077344
30197931,914120302,CDLG,5.82,1,2017/1/3 19:17,20170103CDLG000310077344
30171909,912020103,CDLG,9.72,1,2017/1/3 19:18,20170103CDLG000310077345
30027007,923000006,CDLG,5.6,0.753,2017/1/3 19:19,20170103CDLG000310077346
30027007,923000006,CDLG,5.6,1.02,2017/1/3 19:19,20170103CDLG000310077346
29989140,923000006,CDLG,7.6,1.566,2017/1/3 19:20,20170103CDLG000310077347
30091811,915030202,CDLG,10.98,0.264,2017/1/3 19:21,20170103CDLG000310077348
29989172,923000002,CDLG,9.6,0.481,2017/1/3 19:21,20170103CDLG000310077348
30059981,911000100,CDLG,10.62,1,2017/1/3 19:21,20170103CDLG000310077348
30045436,915000103,CDLG,9.9,0.253,2017/1/3 19:22,20170103CDLG000310077349
30200518,922000000,CDLG,19.62,0.245,2017/1/3 19:22,20170103CDLG000310077349
30026123,912060001,CDLG,33.41,0.293,2017/1/3 19:23,20170103CDLG000310077350
30090474,910020207,CDLG,11.62,1,2017/1/3 19:23,20170103CDLG000310077350
30005216,914050000,CDLG,1.5,1,2017/1/3 19:23,20170103CDLG000310077350
29989152,923000001,CDLG,5.6,0.92,2017/1/3 19:23,20170103CDLG000310077350
30178869,912060303,CDLG,51.36,0.344,2017/1/3 19:23,20170103CDLG000310077350
30092224,912060303,CDLG,31.27,0.218,2017/1/3 19:23,20170103CDLG000310077350
30022232,960000000,CDLG,0.3,1,2017/1/3 19:24,20170103CDLG000310077351
30136855,912060303,CDLG,17.42,0.382,2017/1/3 19:24,20170103CDLG000310077351
30040582,914100100,CDLG,11.62,1,2017/1/3 19:24,20170103CDLG000310077351
30116890,914070100,CDLG,10.42,1,2017/1/3 19:24,20170103CDLG000310077351
30206322,931010101,CDLG,7.52,1,2017/1/3 19:24,20170103CDLG000310077351
30002724,913040000,CDLG,22.22,1,2017/1/3 19:24,20170103CDLG000310077351
30002731,913040000,CDLG,11.02,1,2017/1/3 19:24,20170103CDLG000310077351
30005388,914000003,CDLG,18.52,1,2017/1/3 19:26,20170103CDLG000310077353
30008089,910030001,CDLG,1.41,19,2017/1/3 19:26,20170103CDLG000310077353
30008948,911000100,CDLG,10.42,1,2017/1/3 19:27,20170103CDLG000310077354
30041085,911000000,CDLG,9.52,1,2017/1/3 19:27,20170103CDLG000310077355
30041085,911000000,CDLG,9.52,1,2017/1/3 19:27,20170103CDLG000310077355
29989083,922000000,CDLG,4.2,1.026,2017/1/3 19:27,20170103CDLG000310077355
30162126,912060303,CDLG,51.23,0.341,2017/1/3 19:28,20170103CDLG000310077356
30214187,912060304,CDLG,39.36,0.078,2017/1/3 19:28,20170103CDLG000310077356
30092224,912060303,CDLG,31.2,0.475,2017/1/3 19:28,20170103CDLG000310077356
30022232,960000000,CDLG,0.3,1,2017/1/3 19:29,20170103CDLG000310077357
30045436,915000103,CDLG,9.86,0.244,2017/1/3 19:29,20170103CDLG000310077358
30179532,915000106,CDLG,13.59,0.315,2017/1/3 19:29,20170103CDLG000310077358
30022232,960000000,CDLG,0.3,1,2017/1/3 19:32,20170103CDLG000310077359
30006003,914090002,CDLG,21.82,1,2017/1/3 19:32,20170103CDLG000310077359
30197890,910020102,CDLG,4.82,1,2017/1/3 19:32,20170103CDLG000310077359
29989240,924000005,CDLG,9.61,0.721,2017/1/3 19:32,20170103CDLG000310077359
30117849,910020104,CDLG,1.43,13,2017/1/3 19:32,20170103CDLG000310077359
30171543,930020502,CDLG,14.52,1,2017/1/3 19:32,20170103CDLG000310077359
30123505,922000005,CDLG,10.81,0.447,2017/1/3 19:32,20170103CDLG000310077359
29989153,923000006,CDLG,7.61,0.551,2017/1/3 19:35,20170103CDLG000310077360
30202504,930040010,CDLG,14.62,1,2017/1/3 19:35,20170103CDLG000310077360
29999817,930000201,CDLG,11.52,1,2017/1/3 19:35,20170103CDLG000310077361
30008041,910020202,CDLG,9.52,1,2017/1/3 19:37,20170103CDLG000310077362
30006363,914100000,CDLG,3.62,1,2017/1/3 19:37,20170103CDLG000310077362
29989153,923000006,CDLG,7.6,0.476,2017/1/3 19:37,20170103CDLG000310077362
30005122,914000000,CDLG,4.52,1,2017/1/3 19:37,20170103CDLG000310077362
30005932,914100003,CDLG,4.62,1,2017/1/3 19:37,20170103CDLG000310077362
30020049,923000002,CDLG,6.8,1.226,2017/1/3 19:37,20170103CDLG000310077362
29989157,923000000,CDLG,5.6,1.07,2017/1/3 19:37,20170103CDLG000310077362
30008389,912060302,CDLG,25.21,0.383,2017/1/3 19:37,20170103CDLG000310077362
30026116,915030102,CDLG,14.37,0.766,2017/1/3 19:37,20170103CDLG000310077362
29989136,923000006,CDLG,8.8,0.588,2017/1/3 19:38,20170103CDLG000310077363
29989156,923000000,CDLG,10.8,1.172,2017/1/3 19:38,20170103CDLG000310077363
30005876,914020100,CDLG,13.32,1,2017/1/3 19:38,20170103CDLG000310077363
30008491,912040005,CDLG,3.32,1,2017/1/3 19:38,20170103CDLG000310077363
30160395,923000101,CDLG,2.12,1,2017/1/3 19:38,20170103CDLG000310077363
29989161,923000006,CDLG,15.6,0.413,2017/1/3 19:38,20170103CDLG000310077363
29989161,923000006,CDLG,15.61,0.519,2017/1/3 19:38,20170103CDLG000310077363
30022232,960000000,CDLG,0.3,1,2017/1/3 19:38,20170103CDLG000310077363
29989147,923000006,CDLG,3.6,1.156,2017/1/3 19:38,20170103CDLG000310077363
30010760,912040008,CDLG,8.32,1,2017/1/3 19:38,20170103CDLG000310077363
30094733,923000000,CDLG,14.62,1.16,2017/1/3 19:38,20170103CDLG000310077363
29989140,923000006,CDLG,7.6,1.04,2017/1/3 19:38,20170103CDLG000310077363
29989172,923000002,CDLG,9.6,0.832,2017/1/3 19:38,20170103CDLG000310077363
30179545,915000106,CDLG,67.18,0.45,2017/1/3 19:41,20170103CDLG000310077364
30022233,960000000,CDLG,0.2,1,2017/1/3 19:43,20170103CDLG000310077365
30128659,935020101,CDLG,29.52,1,2017/1/3 19:43,20170103CDLG000310077365
30020137,915030102,CDLG,5.58,2.517,2017/1/3 19:47,20170103CDLG000310077366
30091737,912060004,CDLG,31.23,0.291,2017/1/3 19:48,20170103CDLG000310077367
30168417,912500204,CDLG,3.82,1,2017/1/3 19:48,20170103CDLG000310077367
30168417,912500204,CDLG,3.82,1,2017/1/3 19:48,20170103CDLG000310077367
30102447,931070106,CDLG,9.42,1,2017/1/3 19:48,20170103CDLG000310077367
30102447,931070106,CDLG,9.42,1,2017/1/3 19:48,20170103CDLG000310077367
30204253,930010002,CDLG,86.9,2,2017/1/3 19:51,20170103CDLG000310077369
30127854,930020600,CDLG,2.52,1,2017/1/3 19:51,20170103CDLG000310077369
30006374,914100000,CDLG,3.82,1,2017/1/3 19:52,20170103CDLG000310077370
30156274,914100001,CDLG,3.82,1,2017/1/3 19:52,20170103CDLG000310077370
30006354,914100001,CDLG,12.32,1,2017/1/3 19:52,20170103CDLG000310077370
30046817,914100000,CDLG,3.72,1,2017/1/3 19:52,20170103CDLG000310077370
30022232,960000000,CDLG,0.3,1,2017/1/3 19:53,20170103CDLG000310077371
30058966,936050100,CDLG,29.42,1,2017/1/3 19:54,20170103CDLG000310077372
30214313,930020502,CDLG,8.52,5,2017/1/3 19:54,20170103CDLG000310077372
30005924,914100000,CDLG,4.62,1,2017/1/3 20:02,20170103CDLG000310077373
30005938,914100001,CDLG,4.62,1,2017/1/3 20:02,20170103CDLG000310077373
30005933,914100003,CDLG,4.62,1,2017/1/3 20:02,20170103CDLG000310077373
30005935,914100003,CDLG,4.82,1,2017/1/3 20:02,20170103CDLG000310077373
30022232,960000000,CDLG,0.3,1,2017/1/3 20:02,20170103CDLG000310077373
30005926,914100001,CDLG,4.82,1,2017/1/3 20:02,20170103CDLG000310077373
30005939,914100002,CDLG,4.82,1,2017/1/3 20:02,20170103CDLG000310077373
30005932,914100003,CDLG,4.62,1,2017/1/3 20:02,20170103CDLG000310077373
30005934,914100003,CDLG,4.82,1,2017/1/3 20:02,20170103CDLG000310077373
30125504,914100000,CDLG,4.82,1,2017/1/3 20:02,20170103CDLG000310077373
29989083,922000000,CDLG,4.2,0.983,2017/1/3 20:05,20170103CDLG000310077374
29989091,922000000,CDLG,4.2,0.633,2017/1/3 20:05,20170103CDLG000310077374
30023199,922000006,CDLG,9.6,0.401,2017/1/3 20:05,20170103CDLG000310077374
30023041,923000006,CDLG,3.2,0.391,2017/1/3 20:05,20170103CDLG000310077374
30200518,922000000,CDLG,19.62,0.39,2017/1/3 20:05,20170103CDLG000310077374
29989049,922000001,CDLG,1.98,0.404,2017/1/3 20:05,20170103CDLG000310077374
30022232,960000000,CDLG,0.3,1,2017/1/3 20:05,20170103CDLG000310077374
29989081,922000000,CDLG,8.2,0.874,2017/1/3 20:05,20170103CDLG000310077374
29989143,923000001,CDLG,5,1.896,2017/1/3 20:05,20170103CDLG000310077374
30023197,922000003,CDLG,6.8,1.281,2017/1/3 20:05,20170103CDLG000310077374
30006231,914100000,CDLG,5.52,1,2017/1/3 20:06,20170103CDLG000310077375
29989072,922000002,CDLG,0.78,2.051,2017/1/3 20:06,20170103CDLG000310077375
30006232,914100000,CDLG,5.52,1,2017/1/3 20:06,20170103CDLG000310077375
29989099,922000008,CDLG,1.58,1.203,2017/1/3 20:08,20170103CDLG000310077376
29989061,922000000,CDLG,5.62,0.05,2017/1/3 20:08,20170103CDLG000310077376
30020145,915030104,CDLG,3.4,2.441,2017/1/3 20:08,20170103CDLG000310077376
30023192,922000000,CDLG,9.62,0.14,2017/1/3 20:08,20170103CDLG000310077376
30020052,923000002,CDLG,6.2,1.018,2017/1/3 20:16,20170103CDLG000310077377
30008899,914020000,CDLG,7.32,1,2017/1/3 20:19,20170103CDLG000310077378
30007658,910020000,CDLG,0.58,7,2017/1/3 20:19,20170103CDLG000310077378
30002536,912040107,CDLG,7.72,1,2017/1/3 20:20,20170103CDLG000310077379
30201232,912030201,CDLG,3.92,1,2017/1/3 20:20,20170103CDLG000310077379
30006040,915010000,CDLG,9.59,0.602,2017/1/3 20:20,20170103CDLG000310077379
30008813,912000102,CDLG,4.72,1,2017/1/3 20:20,20170103CDLG000310077379
30167747,930040003,CDLG,13.52,1,2017/1/3 20:21,20170103CDLG000310077380
29991000,930040000,CDLG,10.52,1,2017/1/3 20:21,20170103CDLG000310077380
30002436,912030005,CDLG,5.32,1,2017/1/3 20:21,20170103CDLG000310077380
30000895,930020104,CDLG,7.12,1,2017/1/3 20:21,20170103CDLG000310077380
30000895,930020104,CDLG,7.12,1,2017/1/3 20:21,20170103CDLG000310077380
30006313,915000103,CDLG,13.41,0.986,2017/1/3 20:24,20170103CDLG000310077381
30031870,915030401,CDLG,6.58,1.71,2017/1/3 20:24,20170103CDLG000310077381
29989116,922000002,CDLG,2.4,1.453,2017/1/3 20:24,20170103CDLG000310077381
30005965,914090003,CDLG,39.52,1,2017/1/3 20:24,20170103CDLG000310077381
29989073,922000002,CDLG,4.79,0.541,2017/1/3 20:24,20170103CDLG000310077381
29989161,923000006,CDLG,15.61,0.544,2017/1/3 20:24,20170103CDLG000310077381
30020139,915030204,CDLG,25.67,0.215,2017/1/3 20:24,20170103CDLG000310077381
29989153,923000006,CDLG,7.6,0.902,2017/1/3 20:31,20170103CDLG000310077382
29989146,923000006,CDLG,6.8,1.128,2017/1/3 20:34,20170103CDLG000310077383
30093651,911010100,CDLG,15.52,1,2017/1/3 20:34,20170103CDLG000310077384
30196711,911000002,CDLG,29.42,1,2017/1/3 20:34,20170103CDLG000310077384
30019928,911010100,CDLG,29.62,1,2017/1/3 20:34,20170103CDLG000310077384
30070164,914000001,CDLG,11.52,1,2017/1/3 20:39,20170103CDLG000310077386
30008898,914000000,CDLG,7.62,1,2017/1/3 20:39,20170103CDLG000310077386
30070164,914000001,CDLG,11.52,1,2017/1/3 20:39,20170103CDLG000310077386
30020052,923000002,CDLG,6.2,1.109,2017/1/3 20:39,20170103CDLG000310077386
29989157,923000000,CDLG,5.6,1.823,2017/1/3 20:39,20170103CDLG000310077386
30016984,913050103,CDLG,3.32,1,2017/1/3 20:40,20170103CDLG000310077387
30008074,910030001,CDLG,3.12,1,2017/1/3 20:40,20170103CDLG000310077387
30073663,912060303,CDLG,43.56,0.33,2017/1/3 20:40,20170103CDLG000310077387
30095768,910020104,CDLG,3.62,1,2017/1/3 20:40,20170103CDLG000310077387
30095768,910020104,CDLG,3.62,1,2017/1/3 20:40,20170103CDLG000310077387
30010255,913050103,CDLG,3.12,1,2017/1/3 20:40,20170103CDLG000310077387
30022232,960000000,CDLG,0.3,1,2017/1/3 20:40,20170103CDLG000310077387
30140154,912030207,CDLG,6.72,1,2017/1/3 20:40,20170103CDLG000310077387
30008590,912010004,CDLG,2.82,1,2017/1/3 20:40,20170103CDLG000310077387
30010249,913050103,CDLG,3.32,1,2017/1/3 20:40,20170103CDLG000310077387
30117849,910020104,CDLG,2.5,1,2017/1/3 20:40,20170103CDLG000310077387
30059981,911000100,CDLG,10.62,1,2017/1/3 20:40,20170103CDLG000310077387
30140155,912030207,CDLG,6.72,1,2017/1/3 20:40,20170103CDLG000310077387
30007680,913050103,CDLG,3.02,1,2017/1/3 20:41,20170103CDLG000310077388
30129933,912060403,CDLG,27.28,0.141,2017/1/3 20:41,20170103CDLG000310077388
30156418,912020104,CDLG,8.7,1,2017/1/3 21:25,20170103CDLG000310077389
30156418,912020104,CDLG,8.7,1,2017/1/3 21:25,20170103CDLG000310077389
30156418,912020104,CDLG,8.7,-1,2017/1/3 21:35,20170103CDLG000310077390
30156418,912020104,CDLG,8.7,-1,2017/1/3 21:35,20170103CDLG000310077390
29989077,922000008,CDLG,13.61,0.479,2017/1/3 7:52,20170103CDLG000410056370
29999817,930000201,CDLG,11.52,1,2017/1/3 7:52,20170103CDLG000410056370
