用户ID,好坏客户,年龄,负债率,月收入,家属数量
63869,0,39,0.220378054,4337,1
63870,0,64,1674,,0
63871,0,66,0.261633987,15299,1
63872,0,69,0,5500,0
63873,0,55,0.933991483,5165,0
63874,1,26,0.177764014,3228,1
63875,0,38,0,10000,0
63876,0,53,1215,,0
63877,0,39,0.000390016,5127,1
63878,1,55,0.796489669,4500,1
63879,0,52,1.840041015,3900,1
63880,0,66,0.255807883,7661,0
63881,0,95,0.163272862,2700,0
63882,0,64,0.292584216,8400,0
63883,0,36,0.621815678,10166,2
63884,0,52,0.424794105,6920,0
63885,0,54,0.148243359,3500,0
63886,0,49,0.139212776,14150,0
63887,0,46,0.188986501,14000,2
63888,0,54,0.251772405,5500,0
63889,0,82,0.120788121,3501,0
63890,1,80,0.510757717,1068,0
63891,0,35,0.409498547,7916,2
63892,0,61,1.656895403,1500,1
63893,0,84,0.504402328,6700,0
63894,0,72,1314,,0
63895,0,31,0.274765223,3300,1
63896,0,69,0.221546208,9532,1
63897,0,68,0,,0
63898,0,61,0.282318546,7866,2
63899,0,56,786,,0
63900,0,46,0.36751705,7917,1
63901,0,45,0.459917872,5600,1
63902,0,34,1001,,0
63903,0,58,1512,,1
63904,1,44,0.925735504,3500,0
63905,0,79,0.224555089,5000,0
63906,0,58,1342,,0
63907,0,67,0.028518729,7047,0
63908,0,56,4228,,0
63909,0,62,7325,,0
63910,0,51,0.158284172,10000,1
63911,0,45,0.276802454,5866,1
63912,0,33,862,,0
63913,0,66,0.141322865,13500,2
63914,0,34,0.63984004,4000,1
63915,0,70,0.462475313,3037,0
63916,0,72,22,,0
63917,0,59,1545,,
63918,1,33,0.840889502,5800,0
63919,0,54,0.409064497,3441,0
63920,0,23,0.074835761,3500,0
63921,0,62,0.360505973,2845,0
63922,0,29,0.667349552,3904,3
63923,0,53,0.195396313,9600,0
63924,0,56,0.090676587,4300,0
63925,0,44,644,0,2
63926,0,41,0.36755715,15047,3
63927,0,77,0.296453214,8260,0
63928,0,67,0.678526475,11916,0
63929,0,49,121,,0
63930,0,39,1561,,0
63931,0,59,0.579759863,4080,0
63932,0,67,0.330533893,5000,0
63933,0,51,612,,0
63934,1,66,0.268888206,6511,0
63935,0,31,0.483914209,2983,2
63936,0,44,0.477352265,10000,4
63937,0,42,0.213740458,2750,0
63938,0,48,0.00462525,9512,0
63939,0,62,2002,,
63940,0,35,0.15737944,9600,2
63941,0,74,0.009140246,3500,0
63942,0,74,0.126679463,520,0
63943,0,33,0.531591576,3750,0
63944,0,47,0.449720988,8780,2
63945,0,31,692,0,0
63946,0,41,0.956370247,6600,2
63947,0,39,0.403562989,5500,0
63948,0,63,0.094846813,8518,0
63949,0,43,0.14506227,5700,0
63950,0,39,0.00694036,8500,2
63951,0,72,0.054060434,4235,0
63952,0,66,0.756747751,3000,0
63953,0,39,0.439944134,7875,2
63954,0,79,1416,,0
63955,0,27,134,,0
63956,0,46,0.473830243,7928,2
63957,0,29,0.291382114,3074,2
63958,0,48,1.055631868,4367,1
63959,0,45,0.388534425,10500,2
63960,0,34,0.417173103,5100,1
63961,0,61,1308,0,1
63962,0,41,0.552286423,8462,3
63963,0,28,266,,0
63964,0,57,1715,,0
63965,0,37,0.423063192,2800,1
63966,0,35,131,,0
63967,0,52,0.168966207,5000,1
63968,0,62,2342,,0
63969,0,39,1110,,0
63970,0,65,0.130908049,3490,0
63971,0,53,0.357101849,8708,0
63972,0,54,0.314195139,5677,0
63973,0,59,0.011996001,3000,0
63974,0,61,0.011247188,4000,1
63975,0,44,4749,,0
63976,0,60,0.186255059,12600,0
63977,0,56,0.198254799,2864,0
63978,0,49,0.372872197,3700,3
63979,0,62,0.354252049,3903,0
63980,0,43,0.253792805,13841,1
63981,0,50,0.679432057,10000,0
63982,0,81,0.00869414,5750,0
63983,0,60,0.294570066,6500,0
63984,0,69,0.244630955,4050,0
63985,0,61,0.466441695,2666,1
63986,0,64,0.234642255,4150,0
63987,0,63,759,,0
63988,0,47,0.183812329,9846,1
63989,0,49,0.222636982,7500,0
63990,0,54,2116,,0
63991,0,66,0.365991818,9532,2
63992,0,43,0.257622516,8100,3
63993,0,50,0.291028935,8950,1
63994,0,51,0.686586985,7529,1
63995,0,57,0.328192962,5057,0
63996,0,64,0.488386402,6500,0
63997,0,60,0.011235955,9166,0
63998,0,51,0,,0
63999,0,50,0.00959808,3333,0
64000,0,61,1293.5,1,0
64001,0,41,0.643343935,2200,0
64002,0,48,0.548816407,9166,5
64003,0,49,2373,,
64004,0,44,0.300477792,5650,0
64005,0,89,4,,0
64006,0,64,2048,,0
64007,0,57,0.259893229,11800,1
64008,0,63,0.886526273,4890,0
64009,0,28,0.176173437,4750,0
64010,1,51,1.353706625,7607,4
64011,1,49,0.373148656,14583,2
64012,0,44,0.42802965,5800,1
64013,0,62,0.777222421,2800,1
64014,0,49,0.245672508,9300,5
64015,0,61,0.155867331,16250,0
64016,0,46,0.148914633,8890,3
64017,0,48,0.827261688,6587,0
64018,0,57,1643,,1
64019,0,74,0.002981366,8049,0
64020,0,45,0.183035714,8959,2
64021,0,57,0.589037123,6895,0
64022,1,45,3274,,0
64023,0,68,1.213988343,1200,0
64024,0,69,1603,,1
64025,0,57,3806,,0
64026,0,42,0.1669913,7700,3
64027,0,62,1.299141477,11181,0
64028,0,34,0.408448944,8000,0
64029,0,58,0.076276997,5833,0
64030,0,68,0.098220171,4550,0
64031,0,36,0.53457757,6000,4
64032,0,37,0.283274875,10833,2
64033,0,49,0.215432896,10833,0
64034,0,47,0.149713864,5416,2
64035,0,57,0.49529093,7750,0
64036,0,40,0.837236307,5166,4
64037,0,25,0.436303081,1200,0
64038,0,76,0.258099352,8333,2
64039,0,36,177,,0
64040,0,56,0.47635707,8860,0
64041,0,83,0.358656537,2500,0
64042,0,86,0.041916168,500,0
64043,0,53,0.492346404,9537,4
64044,1,29,0.094322551,4420,0
64045,0,63,0.303339715,4700,2
64046,0,62,0.30506556,10600,1
64047,0,70,0.296778191,1613,0
64048,0,81,3071,,0
64049,0,62,2255,,0
64050,0,78,52,,0
64051,0,54,0.357366345,7350,1
64052,0,64,0.421403466,8250,0
64053,0,31,0.071309563,3000,0
64054,0,59,336,,0
64055,0,44,0.347849535,7416,0
64056,0,72,1904,,1
64057,1,31,0.108786611,2389,1
64058,0,58,0.336540275,5300,0
64059,0,35,1.307414607,3600,1
64060,0,22,138,,0
64061,0,60,0.032878293,5200,1
64062,0,59,0.484703059,6667,1
64063,0,77,0.034351145,1047,0
64064,0,50,0.337648827,8650,2
64065,0,45,0.170184403,4500,0
64066,0,40,0.241536923,7000,0
64067,0,59,1659,,1
64068,0,40,0.043387199,48700,0
64069,0,37,0.06663705,2250,0
64070,0,54,0.467803587,3400,1
64071,0,55,0.044644729,4770,0
64072,0,67,0.99050095,10000,0
64073,0,60,10,,0
64074,0,54,0.226602674,5833,0
64075,0,44,0.370407751,14861,3
64076,0,55,286,,0
64077,0,74,0.398224477,4730,0
64078,1,43,557,,0
64079,0,37,0.648171501,7136,2
64080,0,54,0.133637439,5918,1
64081,0,48,0.262912363,3000,0
64082,1,51,0.008703481,3331,0
64083,0,29,0.258802287,9968,0
64084,1,37,1.752579684,4360,0
64085,0,38,0.31358885,6600,2
64086,0,35,0.289618397,6000,0
64087,0,47,0.236935756,10677,2
64088,1,66,0.326618379,4417,0
64089,0,33,0.081383723,5000,0
64090,0,70,1753,,0
64091,0,44,1.21604778,3850,2
64092,0,34,0.29406953,2444,1
64093,0,81,0.615732218,5974,1
64094,0,57,3447,,0
64095,0,25,385,,0
64096,0,62,0.490125823,12000,0
64097,0,51,0.472795497,5329,1
64098,0,43,0.619420893,6250,3
64099,0,39,0.647600446,3583,0
64100,0,51,0.001499925,6666,0
64101,0,45,936,,2
64102,0,40,0.233925217,16500,2
64103,0,28,0.15164369,6600,0
64104,0,65,0.4986,4999,0
64105,0,52,0.578883199,4100,3
64106,0,85,0.389017074,6500,0
64107,0,68,546,,0
64108,0,28,0.123432711,3588,1
64109,0,62,0.415178571,5375,1
64110,0,62,60,,0
64111,0,67,0.493090268,3400,1
64112,0,65,0.219307097,2972,0
64113,0,53,1148,,0
64114,0,42,0.249675032,10000,0
64115,0,71,0.016396721,5000,0
64116,0,54,0.431818182,7083,1
64117,0,75,24,,0
64118,0,39,0.061492313,5333,0
64119,0,45,0.281537048,6531,1
64120,1,34,1.96310241,2655,2
64121,0,74,0.093716302,10200,0
64122,0,86,0.00552868,1446,0
64123,0,39,0.086670973,9287,2
64124,0,62,0.392321271,6797,0
64125,0,56,0.329266335,6228,1
64126,0,71,0.157984954,10500,0
64127,0,49,0.288285444,6333,4
64128,0,59,0.370795734,4875,0
64129,0,85,0.00299925,4000,0
64130,0,69,2722,,0
64131,0,37,2,,
64132,0,28,155,,0
64133,1,44,0.369968717,4794,1
64134,0,83,458,,0
64135,1,38,0.474342009,6800,3
64136,0,68,0.099038187,10500,0
64137,0,47,0.253898441,2500,1
64138,0,33,0.272010422,14583,0
64139,0,60,0.656113788,4358,0
64140,1,35,0.028994201,5000,2
64141,0,50,455,,0
64142,0,56,0.006856359,2916,0
64143,0,46,0.260719875,9584,0
64144,0,53,0.213527009,11014,2
64145,0,65,0.318740066,6920,0
64146,0,62,431,,0
64147,0,50,0.351605693,8500,2
64148,0,40,22,,0
64149,1,46,0.546132641,6166,0
64150,0,59,0.066479953,6783,0
64151,0,52,0.647847343,6340,2
64152,0,51,0.146681025,13000,0
64153,0,26,0.306564479,3000,0
64154,0,33,0.123492523,2072,4
64155,1,56,0.428350356,3230,0
64156,0,26,0.853004292,2795,2
64157,0,37,1965,,0
64158,0,44,0.234234234,4550,0
64159,0,63,0.141911069,9512,0
64160,0,58,0.130215773,13300,1
64161,1,35,34,,0
64162,0,38,0.474505099,5000,3
64163,0,44,3279,,0
64164,0,75,0.405437825,2500,0
64165,0,47,0.443233424,1100,4
64166,0,40,0.544863784,4000,0
64167,0,30,0.110996208,2900,1
64168,0,62,0.397382294,5500,0
64169,0,51,0,12100,2
64170,0,28,0.135715954,4280,0
64171,0,43,2049,,0
64172,0,61,0.104863171,30000,0
64173,0,74,0.459718889,5833,1
64174,0,54,0.120293236,3000,0
64175,1,25,0.202749141,3200,0
64176,0,62,0.276314221,8388,0
64177,0,41,0.392401335,10185,0
64178,0,34,0.13167205,6500,0
64179,0,45,0.880730782,2900,0
64180,0,37,0.726815783,3978,1
64181,0,70,0.265533495,7000,0
64182,0,80,0.003333333,5099,0
64183,0,55,0.494846947,6500,2
64184,0,42,0.276564345,6775,0
64185,0,43,0.264620939,5539,1
64186,0,59,0.163546916,16667,1
64187,0,47,4267,,5
64188,0,51,0.000387047,7750,0
64189,0,62,0.477877765,5333,0
64190,0,59,0.059094091,10000,1
64191,0,46,0.194414988,2828,1
64192,0,52,0.28904657,12260,0
64193,0,81,0.006569552,3500,0
64194,0,28,0.007266122,1100,0
64195,0,37,0.267629095,1800,2
64196,0,31,0.101530842,8883,0
64197,0,35,2769,,1
64198,0,63,0.575489407,11186,0
64199,0,48,3022,,1
64200,0,31,0.394914112,5937,0
64201,0,56,2890,,0
64202,0,57,0.041097945,13333,1
64203,0,61,0.357611274,7166,1
64204,0,59,0.936012797,5000,0
64205,0,26,0.686967113,820,0
64206,0,56,0.501846154,16249,0
64207,0,52,0.447650336,7000,2
64208,0,66,0,,0
64209,0,49,0.200213471,17800,2
64210,0,39,0.136215946,4000,0
64211,0,63,0.533617662,3985,0
64212,0,48,0.145908908,2480,0
64213,0,52,0.232873915,9794,2
64214,0,35,0.252722909,16250,0
64215,1,36,0.594430561,2800,1
64216,0,51,0.251553867,5791,0
64217,0,79,0,,0
64218,1,53,47,,0
64219,0,56,0.251432278,9250,0
64220,0,75,3356,,0
64221,0,27,0.468303826,1750,0
64222,0,47,0,,0
64223,0,26,0.004283966,3267,0
64224,0,28,1863,,0
64225,0,53,0.400885936,5417,1
64226,1,39,0.932186235,2963,0
64227,0,69,6136,,1
64228,0,51,0.713208969,5306,0
64229,0,65,0.279480037,14000,0
64230,0,38,0.563430349,4500,0
64231,0,39,0.232470941,8000,1
64232,0,64,0.491131893,3100,0
64233,0,39,0.465945581,5916,1
64234,1,47,804,,1
64235,0,49,0.524708192,18333,3
64236,0,69,4,,0
64237,0,33,0.0715042,14166,1
64238,0,39,0.14345152,16583,0
64239,0,50,0.369983451,9667,0
64240,0,58,4948,,3
64241,1,45,0.58591873,9572,2
64242,0,48,3998,,2
64243,0,65,2262,,1
64244,0,48,0.355650777,5600,2
64245,0,46,1949,,1
64246,0,68,0.528294648,5212,1
64247,0,52,0.62950621,3300,0
64248,0,31,2109,,
64249,0,64,0.151569686,5000,0
64250,0,61,0.15396151,4000,0
64251,0,39,0.161376545,2992,3
64252,0,55,0.314337133,5000,1
64253,0,54,0.243658562,9500,2
64254,0,65,0.099454604,6233,0
64255,0,60,949,,0
64256,1,37,0.32223968,7000,1
64257,0,60,359,,0
64258,1,66,0.731411726,3052,1
64259,0,43,0.682460335,4600,3
64260,0,62,0.39730153,8300,0
64261,0,57,0.21634169,14000,2
64262,0,80,0.014474812,10500,0
64263,0,48,0.351952961,4761,2
64264,0,38,1.881412392,1500,1
64265,0,34,25,,0
64266,0,48,0.519415609,2600,0
64267,0,49,365,,0
64268,1,37,0.81669444,6600,1
64269,0,35,0,5000,0
64270,0,45,0.129262632,5600,1
64271,0,59,0.483464082,6500,0
64272,0,52,6298,,0
64273,0,39,3059,,0
64274,0,87,0.107071442,5500,0
64275,0,74,269,,0
64276,0,85,0.0074206,3368,0
64277,0,25,0.167734421,1716,0
64278,0,40,0.325031812,5500,1
64279,0,62,0.629173362,5600,1
64280,0,37,1816,,3
64281,0,45,11,,
64282,0,55,0.16382668,4107,0
64283,0,72,0.000475964,2100,0
64284,0,78,0.202874462,10227,0
64285,1,34,3795,,0
64286,0,51,0.619482931,7000,1
64287,0,68,0.424066691,2758,0
64288,0,48,0.3898537,9500,1
64289,0,73,0.373325335,5000,0
64290,0,46,0.250419966,8333,0
64291,0,53,0.150791447,3600,3
64292,0,61,0.054784333,4033,0
64293,0,65,4871,,1
64294,0,57,0.262691527,5416,2
64295,0,53,0.927276473,4853,2
64296,0,60,0.226163552,8400,0
64297,0,48,5143,,0
64298,1,30,0.289892632,2700,0
64299,1,48,1.409585416,3400,3
64300,0,38,0.071317485,4500,2
64301,0,58,0.00988779,9000,1
64302,0,66,0.405371643,1600,0
64303,0,84,0.011744128,4001,0
64304,0,30,0.229846769,1500,0
64305,0,61,0.834866054,2500,0
64306,0,67,2169,,0
64307,0,40,0.125,351,3
64308,0,46,0.529998879,8916,0
64309,0,30,0.055939062,4200,1
64310,0,43,0.727397637,7277,0
64311,0,57,1.987247609,2822,1
64312,0,58,0.275031199,10416,2
64313,0,40,0.277290349,4900,2
64314,0,45,0.139493025,13333,0
64315,0,59,0.196255358,13298,0
64316,0,47,0.450873217,7500,2
64317,0,60,0.801654904,4108,0
64318,0,52,0.156791027,4100,0
64319,0,67,0.44865643,4167,0
64320,0,58,0.063041615,10500,0
64321,0,38,0.170439633,6095,0
64322,0,31,0.207561533,3940,0
64323,0,26,0.491374182,1680,0
64324,0,43,0.055245283,6624,2
64325,0,62,0.25318497,6200,0
64326,0,40,0.189603466,3000,1
64327,0,70,1,,0
64328,0,52,1157,,0
64329,0,41,187,,0
64330,0,77,0.12417154,5129,0
64331,0,63,1.207117153,2500,0
64332,1,56,1.109372399,6006,2
64333,0,75,18,0,0
64334,0,42,0.269112101,8750,3
64335,1,48,0.599584067,6250,0
64336,0,50,0.176616915,6833,0
64337,0,40,2691,,0
64338,0,59,0.354570637,7219,3
64339,0,76,0.46301472,5366,0
64340,0,50,0.177197611,7200,1
64341,0,41,0.003761755,4784,2
64342,0,56,0.284680338,15750,0
64343,0,41,0.400066659,9000,0
64344,0,51,0.062277445,13198,1
64345,1,54,0.227517294,1300,1
64346,0,65,0.298425394,4000,1
64347,0,75,0.295293628,2400,0
64348,0,48,0.159845354,7500,2
64349,0,34,0.51662682,4600,1
64350,1,32,0.250707851,3884,1
64351,0,67,553,,0
64352,0,50,0.882575296,8200,0
64353,0,35,577,,0
64354,0,27,0.185666061,3850,1
64355,0,52,0.230910513,29400,0
64356,0,52,0.180261087,10800,2
64357,0,67,0.206080526,6084,0
64358,0,72,0.355548151,3000,1
64359,0,40,0.256463289,2900,5
64360,1,61,797,,0
64361,1,41,472,,1
64362,0,40,0.786606697,2000,0
64363,0,39,0.641314381,5416,1
64364,0,64,860,,3
64365,0,54,0.233276672,10000,1
64366,0,43,0.305877649,2500,0
64367,0,59,0.882203236,5500,0
64368,0,69,3665,,0
64369,0,33,0.215011728,3836,0
64370,0,31,0.233698239,2100,1
64371,0,71,0.105298234,3000,0
64372,0,80,0.004332611,6000,1
64373,0,50,0.29394387,8800,3
64374,0,49,0.533688454,6945,0
64375,0,57,0.257420326,7310,0
64376,0,23,447,,
64377,0,54,0.194786935,9245,0
64378,0,50,1.214731586,800,0
64379,0,29,219,0,0
64380,0,53,0.397825272,8000,1
64381,0,55,0.519685039,2666,0
64382,0,60,2762,,0
64383,0,54,0.516484313,13800,0
64384,0,40,0.138464441,5300,1
64385,0,63,0.263147371,5000,0
64386,0,66,0.017876079,6600,0
64387,0,56,0.239417842,9000,0
64388,0,39,0.353612167,7100,2
64389,0,58,0.591921005,5569,0
64390,0,49,0.420847991,5400,2
64391,0,23,0.249772934,1100,0
64392,0,26,0.652862363,820,0
64393,0,52,4736,,0
64394,0,55,0.509186352,2666,0
64395,0,41,0.33401988,11166,5
64396,0,58,0.286236063,5201,0
64397,0,46,3621,,0
64398,0,61,0.426333953,11300,0
64399,0,48,0.504076296,6500,3
64400,0,65,0.038392322,5000,0
64401,0,38,0.822792545,3272,1
64402,0,25,0.151881351,3640,0
64403,0,55,0.176120882,4036,0
64404,0,69,0.006886657,3484,0
64405,0,41,0.357116485,10833,2
64406,0,50,0.476196215,8296,5
64407,0,52,905,,
64408,0,62,0.383598277,6730,0
64409,0,59,1651,,0
64410,0,57,0.256354314,9166,0
64411,0,62,0.692336172,2700,1
64412,0,31,0.134078212,3400,1
64413,0,36,8,,0
64414,0,80,1314,,0
64415,0,65,0.012997401,5000,0
64416,1,61,0.357107149,6000,0
64417,0,36,0.787264834,7600,2
64418,0,45,0.011535689,1386,2
64419,0,32,0.044369454,8000,0
64420,1,52,0.347727914,3542,0
64421,0,63,0.274539877,3259,0
64422,0,74,0.657516815,5500,0
64423,0,68,7.370149254,334,0
64424,1,33,0.409892134,3800,0
64425,0,36,3068,0,0
64426,0,52,2227,,1
64427,0,69,0.705907173,2369,0
64428,0,63,0.241946234,4500,1
64429,0,49,0.588718315,2800,0
64430,0,81,14,,
64431,0,61,0.487477459,4990,1
64432,0,60,0.855345388,12000,0
64433,0,81,0.178688759,7000,0
64434,0,52,0.513488372,2149,0
64435,0,45,79,0,2
64436,0,39,0.872326636,3085,0
64437,0,51,0.314757913,55000,3
64438,0,71,725,,0
64439,0,58,2785,,0
64440,0,36,0.43313201,4635,0
64441,0,56,0.516420752,2100,0
64442,1,51,0.029161806,6000,2
64443,0,63,0.322559147,3000,0
64444,0,63,2041,,0
64445,0,66,7,,1
64446,0,78,0.504836976,2790,1
64447,0,30,0.002249719,8000,0
64448,0,31,0.297610501,9750,0
64449,0,64,0.374249864,3665,1
64450,0,43,0.008346796,3713,3
64451,0,32,0.648385131,6563,3
64452,0,44,0.266565186,11167,4
64453,0,67,1710,,0
64454,0,41,1736,,0
64455,0,44,0.110516139,6722,0
64456,0,73,0.317337903,3500,0
64457,1,51,0.16166839,2900,2
64458,0,34,1903,,0
64459,0,31,0.25140166,4458,0
64460,0,80,1147,,0
64461,0,69,0.377009839,4166,3
64462,0,37,1402,,0
64463,0,70,2606,,1
64464,0,43,0.470496491,3846,2
64465,0,49,0.309069806,6030,1
64466,0,60,0.536124547,6615,0
64467,0,58,0.001038422,26000,0
64468,0,68,0.003901487,4100,0
64469,0,44,0.437427095,6000,0
64470,0,42,0.294894797,6130,3
64471,0,40,0.423627134,6500,2
64472,0,57,0.146799667,6014,0
64473,0,38,0.765787564,4132,2
64474,0,83,21,,
64475,0,60,3833,,1
64476,0,57,0.576930267,5348,0
64477,0,64,0.001564129,5753,1
64478,0,62,0.052926276,7500,0
64479,0,68,12,,0
64480,0,65,0.81037525,8500,0
64481,0,43,1.024895021,3333,2
64482,0,51,0.041739565,4000,0
64483,0,63,0.669909209,3083,0
64484,1,42,0.49390122,5000,0
64485,0,44,0.214478552,10000,3
64486,0,48,0.233943481,6227,2
64487,0,67,0.469800041,4850,1
64488,0,61,684.5,1,0
64489,0,55,0.85228189,6200,2
64490,0,39,0.524469391,5700,3
64491,1,53,0.532759902,9416,3
64492,0,27,114,,
64493,0,33,0.16789736,10833,0
64494,0,48,0.095129202,4372,0
64495,0,70,0.650347972,4166,0
64496,0,69,0.650713238,7500,0
64497,0,65,1182,,0
64498,0,57,0.323735253,5000,1
64499,0,30,0.336993563,2640,0
64500,0,40,3877,,2
64501,0,51,5734,,0
64502,0,42,0.703383729,4166,0
64503,1,60,0.920748614,4327,1
64504,0,46,0.447923163,8016,0
64505,0,63,0.175955281,11985,1
64506,0,48,0.297106563,4250,0
64507,0,58,0.233594796,10453,1
64508,0,61,1.028039107,5420,2
64509,0,44,5.435564436,1000,2
64510,0,77,0.005318017,4700,0
64511,0,42,0.355264932,7416,2
64512,0,21,0,240,0
64513,0,57,0.080076628,5219,2
64514,0,47,0.562351261,4201,3
64515,0,23,0.014428413,900,0
64516,0,70,0.12829057,3000,0
64517,0,45,1.507910075,1200,2
64518,0,62,0.401573513,6100,1
64519,0,27,0.518968417,5350,0
64520,0,27,0.189111748,5583,0
64521,0,41,0.672634271,4300,3
64522,0,68,0.153400375,17600,0
64523,0,64,0.21826058,3000,3
64524,0,47,0.743856726,2400,0
64525,0,67,0.228289195,16500,0
64526,0,29,1592,,1
64527,0,37,1.116768862,3750,0
64528,0,54,0.833892993,13400,1
64529,0,38,1.199571734,2334,0
64530,0,61,0.189216214,13000,0
64531,0,50,0.403285323,8400,0
64532,0,38,0.811033222,3280,3
64533,0,32,0.079697987,3575,0
64534,0,49,0.349805664,1800,1
64535,0,28,0.200782269,2300,1
64536,0,52,2.013397321,5000,0
64537,0,68,0.475622969,7383,0
64538,0,66,0.064953605,1400,1
64539,0,48,0.201627362,7250,0
64540,0,52,0.311261221,11250,0
64541,0,21,0,,
64542,0,26,0.342830009,1052,0
64543,0,58,0.256734865,16666,2
64544,0,63,1114,,1
64545,0,47,0.323389718,12000,3
64546,0,47,0.054739126,60833,0
64547,0,53,0.008326395,1200,0
64548,0,43,0.393814158,7500,3
64549,0,37,0.693374217,7500,2
64550,0,46,0.378771956,6660,2
64551,0,58,0.446172647,9000,3
64552,0,61,0.8842782,1710,0
64553,0,69,12.54371357,1200,1
64554,0,72,145,,0
64555,0,72,0.389078123,9100,0
64556,0,46,2871,,0
64557,0,48,0.16942653,5736,0
64558,0,79,0.144815767,3500,0
64559,0,70,1015,,0
64560,0,55,0.998857469,3500,0
64561,0,75,0,675,0
64562,0,24,0.218839984,2430,0
64563,0,37,1.348811375,4500,0
64564,0,33,0.003994674,750,1
64565,0,38,1.205208801,2226,0
64566,0,36,0.601279744,5000,0
64567,0,71,0.071538951,11000,1
64568,0,55,5357,,0
64569,1,32,725,,1
64570,0,33,0.037067888,2400,1
64571,0,29,2465,,0
64572,0,44,0.098300131,13000,2
64573,0,72,0.335332334,2000,0
64574,0,42,0.242605412,9533,0
64575,0,28,0.271898248,4166,0
64576,0,62,0.269390582,5775,1
64577,0,63,0.020895522,334,0
64578,0,56,14,,
64579,0,71,1046,,
64580,0,82,0.012294648,9434,0
64581,0,29,0,4966,0
64582,0,24,0.000499875,4000,0
64583,0,60,7327,,0
64584,0,41,0.252010724,13800,0
64585,0,39,0.277168324,5833,0
64586,0,67,29,,
64587,0,40,0.503385178,5464,0
64588,0,60,0.093681386,4098,2
64589,0,63,0.228221472,8000,0
64590,0,43,0.612418049,2592,2
64591,0,64,0.264362501,8650,1
64592,0,58,15,,0
64593,0,41,0.784958217,3589,0
64594,0,66,0.090649536,1400,0
64595,0,66,0.095178868,16883,0
64596,0,71,0.265955674,6000,1
64597,0,43,0.592920354,3276,3
64598,0,36,0.328296856,9000,3
64599,0,55,1768,,0
64600,0,70,0,1500,0
64601,0,67,0.288104304,8666,0
64602,1,46,3791,,0
64603,0,81,0.223888056,2000,2
64604,0,30,0.065623642,2300,0
64605,0,26,334,,0
64606,1,28,0.345702749,5200,0
64607,1,41,5660,,0
64608,0,67,0.006951466,7911,0
64609,0,62,2031,,0
64610,0,34,0.156260216,3058,0
64611,0,60,0.267183122,18200,0
64612,0,51,2523,,0
64613,0,54,0.41461994,10300,0
64614,0,29,3701,,0
64615,0,55,0.701322557,5443,0
64616,0,82,2,,
64617,0,56,0.566814323,5417,0
64618,0,54,1443,,0
64619,0,64,0.238698388,24000,2
64620,0,56,0.304220827,6846,2
64621,0,55,1.023302264,4505,0
64622,0,65,1239,,
64623,0,51,0.213344241,11000,0
64624,0,70,0.372177211,5800,0
64625,0,62,0.091701186,7000,0
64626,0,64,0.267782148,15000,2
64627,0,44,0.078080229,5583,0
64628,0,40,3573,,0
64629,0,24,212,,0
64630,0,29,0.007183365,2644,1
64631,0,45,0.401167728,9419,2
64632,0,47,0.68921095,3104,0
64633,0,46,0.576700434,5527,3
64634,0,61,0.230235969,7500,0
64635,0,39,0.480970197,7750,2
64636,0,53,0.455589407,4266,0
64637,1,40,0,,0
64638,0,64,0.312171957,4000,1
64639,0,49,0.071917545,13000,0
64640,0,53,0.23835233,5000,0
64641,0,42,0.111285389,12750,0
64642,0,77,0.00104462,6700,0
64643,0,58,195,,
64644,0,55,0.694475446,3583,1
64645,0,46,0.01564174,4666,1
64646,0,53,0.391838941,7400,1
64647,0,53,0.879523591,4365,2
64648,0,29,0.25014997,6667,0
64649,0,86,0,2139,0
64650,0,47,0.278604754,4500,0
64651,0,34,0.010319174,4166,0
64652,0,54,0.337192883,3540,0
64653,1,44,0.293308891,12000,3
64654,0,53,0.004517409,9075,0
64655,0,65,0.393021725,7594,1
64656,0,69,0.260265994,10300,0
64657,0,50,141,,0
64658,0,65,0.770661467,6666,0
64659,0,35,0.353383459,6250,1
64660,0,29,0.164291945,3438,1
64661,0,56,2012.5,1,0
64662,0,57,0.107873604,32500,0
64663,0,42,0.017678709,1300,0
64664,0,61,0.42018586,8500,1
64665,0,60,0.198433151,9700,0
64666,0,51,0.098287484,10977,2
64667,0,33,0.063587283,5000,0
64668,0,40,0.188778425,8750,0
64669,0,60,0.392535821,3000,0
64670,0,50,0.259956674,6000,1
64671,0,40,0.004887803,4500,3
64672,0,42,0.24095984,6000,0
64673,0,44,0.061037856,9403,1
64674,0,42,43,,0
64675,0,80,0.008969759,3901,0
64676,0,63,0.7651763,2750,0
64677,0,70,0.197817599,19977,1
64678,0,40,5093,0,1
64679,1,38,0.368294153,3317,0
64680,0,63,1.67862069,2174,0
64681,0,49,0.54832689,7500,0
64682,0,92,0.010989011,1000,0
64683,1,55,0.399280576,2501,0
64684,0,78,75,,0
64685,0,72,17,,0
64686,0,45,0.794882047,2500,2
64687,0,55,0.509122719,4000,0
64688,0,42,0.365128424,9382,2
64689,0,58,0.6959551,5166,1
64690,0,60,0.353173484,7089,1
64691,0,48,0.348434453,8718,4
64692,0,47,0.238028416,5700,0
64693,1,41,0.270529837,9266,1
64694,0,49,0,8035,4
64695,1,41,0.636284132,10290,0
64696,0,59,0.024734239,9500,0
64697,0,70,0.151207507,6500,0
64698,0,44,0.794462194,8450,6
64699,0,85,0,,
64700,0,57,0.058945191,2900,1
64701,0,27,0.34249226,2583,0
